title,rank,total_ratings,installs,average rating,growth (30 days),growth (60 days),price,category,5_star_ratings,4 star ratings,3 star ratings,2 star ratings,1 star ratings,paid,US_Sales,EU_Sales,JP_Sales,Global_Sales
Criminal Case: Pacific Bay,67,236968.0,10000000.0,4,0.3,0.5,0.0,GAME_ADVENTURE,178035,28566.0,13369,5155,11840,False,394960,252741,25982,196796
The Wolf Among Us,68,236324.0,5000000.0,4,0.2,0.4,0.0,GAME_ADVENTURE,179887,22918.0,10579,5559,17378,False,943525,790508,669315,904351
Dead Ninja Mortal Shadow,69,235190.0,5000000.0,4,0.0,0.1,0.0,GAME_ADVENTURE,180024,25247.0,13218,3889,12808,False,290584,791619,991307,579378
BlockStarPlanet,70,232238.0,10000000.0,3,0.6,1.3,0.0,GAME_ADVENTURE,139009,29963.0,15906,9032,38326,False,607856,74504,857806,857928
Street Chaser,71,228860.0,50000000.0,4,5156.3,6.8,0.0,GAME_ADVENTURE,155724,17892.0,13469,9404,32368,False,538666,143477,573693,130650
Draw a Stickman: EPIC Free,72,228093.0,10000000.0,3,0.1,0.2,0.0,GAME_ADVENTURE,137922,23910.0,18607,10966,36685,False,802941,312180,677703,307824
"Hotel Transylvania Adventures - Run, Jump, Build!",73,220878.0,10000000.0,4,1.1,2.4,0.0,GAME_ADVENTURE,162516,19437.0,10535,6342,22045,False,929224,160896,601127,133465
Benji Bananas Adventures,74,220154.0,10000000.0,4,0.0,0.1,0.0,GAME_ADVENTURE,157452,29143.0,14521,4294,14741,False,260819,655157,719673,774532
Seven - Deadly Revelation - Horror Chat Adventure,75,214038.0,1000000.0,4,0.8,1.9,0.0,GAME_ADVENTURE,148804,36783.0,15996,4554,7899,False,177166,317103,944789,59248
Survival Island: EVO 2,76,212099.0,10000000.0,3,0.1,0.2,0.0,GAME_ADVENTURE,119575,23404.0,18969,9375,40773,False,543770,26476,448259,561486
Zoo 2: Animal Park,77,209326.0,10000000.0,4,1.7,5.1,0.0,GAME_ADVENTURE,135267,34179.0,15209,7029,17639,False,204753,234342,595969,69372
Spider Rope Hero - Gangster New York City,78,205339.0,10000000.0,4,5.0,11.4,0.0,GAME_ADVENTURE,157834,9984.0,7605,5007,24906,False,76767,380022,517772,738883
Hidden City: Hidden Object Adventure,79,202932.0,10000000.0,4,0.1,0.1,0.0,GAME_ADVENTURE,120363,50493.0,20584,4941,6548,False,425249,264138,682109,164363
CASE: Animatronics - Horror game,80,198913.0,5000000.0,4,1.2,2.4,0.0,GAME_ADVENTURE,154771,19840.0,8313,3912,12075,False,376346,648334,535347,524739
Super City (Superhero Sim),81,196731.0,10000000.0,4,2.0,5.0,0.0,GAME_ADVENTURE,140066,18997.0,10561,6110,20994,False,379189,881831,499221,730603
3D Maze / Labyrinth,82,195798.0,10000000.0,3,0.1,0.3,0.0,GAME_ADVENTURE,98812,18705.0,18566,10027,49686,False,852793,379347,917528,695366
MultiCraft ― Build and Mine! 👍,83,192892.0,10000000.0,4,7.4,19.4,0.0,GAME_ADVENTURE,129555,15897.0,9752,6792,30894,False,578099,112086,924383,155916
Friendzoned,84,187523.0,1000000.0,4,1.1,3.0,0.0,GAME_ADVENTURE,153686,22367.0,6679,1949,2839,False,976854,807696,620744,351655
Nobodies: Murder Cleaner,85,184387.0,5000000.0,4,1.1,2.2,0.0,GAME_ADVENTURE,137725,24816.0,9649,4022,8173,False,143363,500035,748599,824295
Adventure Time: Heroes of Ooo,86,184296.0,10000000.0,4,0.1,0.3,0.0,GAME_ADVENTURE,127282,17122.0,11488,6373,22028,False,85226,646537,790092,722436
Homicide Squad: New York Cases,87,181431.0,1000000.0,4,1.7,3.9,0.0,GAME_ADVENTURE,118453,37881.0,17008,3258,4828,False,926830,957123,334067,313543
Critical Action :Gun Strike Ops - Shooting Game,88,176486.0,50000000.0,4,1.8,3.9,0.0,GAME_ADVENTURE,115933,13880.0,9575,6955,30141,False,655407,727353,105257,644167
Futurama: Worlds of Tomorrow,89,174281.0,5000000.0,4,0.2,0.4,0.0,GAME_ADVENTURE,102685,29511.0,14650,7075,20357,False,936069,276445,399007,232575
Jurassic Survival Island: Dinosaurs & Craft,90,173009.0,10000000.0,4,0.7,1.4,0.0,GAME_ADVENTURE,112463,17402.0,9523,6694,26925,False,294546,157954,233097,487900
Jungle Adventures,91,167371.0,10000000.0,4,0.9,1.9,0.0,GAME_ADVENTURE,119216,14108.0,9116,6127,18801,False,686990,322676,648281,818792
Soda Dungeon,92,166142.0,1000000.0,4,0.1,0.3,0.0,GAME_ADVENTURE,130867,22259.0,6726,1980,4308,False,620753,359346,42643,615588
Draw Your Game,93,165363.0,10000000.0,3,0.3,0.7,0.0,GAME_ADVENTURE,82072,18237.0,15811,10471,38770,False,582197,929221,885502,592731
Epic Heroes - Dragon fight legends,94,164143.0,1000000.0,4,1446.6,1.0,0.0,GAME_ADVENTURE,126888,15295.0,8052,3446,10459,False,912655,8584,932627,792700
Castle Cats - Idle Hero RPG,95,164000.0,5000000.0,4,0.8,1.6,0.0,GAME_ADVENTURE,138571,12269.0,4782,2475,5900,False,203505,775896,881536,326022
Treasure Diving,96,162534.0,1000000.0,4,0.0,264.0,0.0,GAME_ADVENTURE,139554,12547.0,5061,1647,3723,False,247022,155729,358311,836819
PlanetCraft: Block Craft Games,97,159801.0,10000000.0,3,1.2,2.6,0.0,GAME_ADVENTURE,97662,15566.0,9679,6406,30485,False,261098,178518,700597,337787
Bunny Skater,98,155657.0,10000000.0,4,0.2,0.4,0.0,GAME_ADVENTURE,112657,13089.0,9609,4869,15429,False,67932,933787,57550,168320
Dinos Online,99,155193.0,5000000.0,4,0.6,1.4,0.0,GAME_ADVENTURE,102527,16613.0,9828,5977,20246,False,593962,508275,301271,197606
Prison Escape Puzzle: Adventure,100,154835.0,10000000.0,4,0.3,0.7,0.0,GAME_ADVENTURE,99726,22100.0,12197,5612,15197,False,885376,510200,350572,431164
Subway Surfers,1,35665901.0,1000000000.0,4,0.5,1.0,0.0,GAME_ARCADE,27138572,3366600.0,1622695,814890,2723142,False,308745,525839,143695,199461
Hungry Shark Evolution - Offline survival game,2,7202013.0,100000000.0,4,0.4,0.8,0.0,GAME_ARCADE,5220860,792543.0,404086,191098,593424,False,874764,125993,667207,514620
Geometry Dash Lite,3,6960814.0,100000000.0,4,421.7,0.9,0.0,GAME_ARCADE,4787054,831967.0,432708,188672,720411,False,995875,937258,86697,984489
Zombie Tsunami,4,5903477.0,100000000.0,4,0.4,0.8,0.0,GAME_ARCADE,4295577,615956.0,339838,159034,493070,False,204196,76870,742195,792929
Sonic Dash - Endless Running & Racing Game,5,5402149.0,100000000.0,4,0.7,1.5,0.0,GAME_ARCADE,4290826,539449.0,214946,88100,268825,False,658562,738390,410513,744347
Fruit Ninja®,6,5367599.0,100000000.0,4,0.2,0.4,0.0,GAME_ARCADE,3745457,583916.0,354239,150993,532992,False,444990,7972,399344,277753
Jetpack Joyride,7,4919742.0,100000000.0,4,0.1,0.2,0.0,GAME_ARCADE,3676322,567777.0,271954,94004,309682,False,105562,599666,492010,999512
Temple Run,8,4816448.0,500000000.0,4,0.7,1.5,0.0,GAME_ARCADE,3184391,438320.0,318164,204384,671187,False,82683,489639,348859,796704
Cooking Fever – Restaurant Game,9,4565220.0,100000000.0,4,0.6,1.2,0.0,GAME_ARCADE,3220230,532157.0,287592,139793,385446,False,555597,21331,205406,626997
Minecraft,10,4100452.0,10000000.0,4,234.3,2.4,7.49,GAME_ARCADE,3324435,317144.0,135048,65677,258146,True,384071,776568,189253,314047
Vector,11,3398125.0,100000000.0,4,0.2,0.5,0.0,GAME_ARCADE,2395375,354636.0,204730,99007,344374,False,174266,871734,885406,660949
Granny,12,3290970.0,100000000.0,4,1.4,2.9,0.0,GAME_ARCADE,2393224,283587.0,152239,95032,366885,False,179715,197991,343265,788812
DragonFlight,13,2858076.0,10000000.0,4,0.0,0.2,0.0,GAME_ARCADE,1795281,475749.0,286985,88464,211595,False,729141,930938,948895,117398
Red Ball 4,14,2342083.0,100000000.0,4,1.0,2.1,0.0,GAME_ARCADE,1816379,198405.0,90386,47422,189489,False,531513,530894,11031,453931
Minecraft Trial,15,2222817.0,100000000.0,4,3.5,7.7,0.0,GAME_ARCADE,1461686,192188.0,120639,79343,368958,False,41807,943995,590649,430370
Block Craft 3D: Building Simulator Games For Free,16,2156973.0,100000000.0,4,1.8,3.9,0.0,GAME_ARCADE,1510574,191501.0,113211,71395,270289,False,490378,70397,595562,724788
Cooking Madness - A Chef's Restaurant Games,17,2096404.0,100000000.0,4,1.8,3.4,0.0,GAME_ARCADE,1726149,161104.0,70669,34470,104010,False,61146,408596,623175,16713
Blockman Go,18,2062961.0,50000000.0,4,3.7,8.6,0.0,GAME_ARCADE,1624579,147084.0,71698,37603,181994,False,980628,22170,226779,198699
Galaxy Attack: Alien Shooter,19,1988570.0,100000000.0,4,1.2,2.6,0.0,GAME_ARCADE,1572089,156316.0,80008,41595,138560,False,939761,79818,378988,712531
Paper.io 2,20,1910010.0,100000000.0,3,0.3,0.7,0.0,GAME_ARCADE,1110353,239968.0,152266,89330,318090,False,211069,491823,421697,193113
Angry Birds Transformers,21,1900382.0,50000000.0,4,0.2,0.4,0.0,GAME_ARCADE,1512745,178112.0,72290,31011,106221,False,974144,397380,254811,275106
Hungry Shark World,22,1858504.0,100000000.0,4,1.5,2.5,0.0,GAME_ARCADE,1420595,193116.0,86126,40095,118569,False,268013,727924,260792,459813
Glow Hockey,23,1793741.0,100000000.0,4,0.1,0.2,0.0,GAME_ARCADE,1171395,203409.0,147447,59488,212000,False,484391,64740,508078,100108
Geometry Dash Meltdown,24,1735909.0,50000000.0,4,0.4,0.7,0.0,GAME_ARCADE,1300677,187802.0,93990,34872,118566,False,409307,943033,324816,878664
Angry Birds Seasons,25,1679572.0,100000000.0,4,0.0,0.0,0.0,GAME_ARCADE,1242877,203320.0,96109,40077,97187,False,575892,535254,732381,224055
윈드러너,26,1573012.0,10000000.0,3,0.0,0.1,0.0,GAME_ARCADE,940005,180923.0,135759,68822,247501,False,689300,33623,592862,244064
Crowd City,27,1564855.0,100000000.0,4,0.6,1.4,0.0,GAME_ARCADE,1071973,156950.0,94348,56534,185047,False,839512,165192,995735,111541
Join Clash 3D,28,1493740.0,100000000.0,4,4.5,14.0,0.0,GAME_ARCADE,934431,158781.0,126162,67909,206456,False,370693,805376,717030,909200
Tank Stars,29,1471629.0,100000000.0,4,1.5,3.4,0.0,GAME_ARCADE,975205,141609.0,89864,56824,208125,False,106877,189324,610991,58905
Angry Birds Classic,30,1470166.0,100000000.0,4,0.0,0.0,0.0,GAME_ARCADE,1069403,194779.0,77716,36573,91693,False,216971,821757,512037,816779
Brothers in Arms® 3,31,1458849.0,10000000.0,4,0.2,0.3,0.0,GAME_ARCADE,1012396,180762.0,89016,37984,138688,False,721600,382723,463338,110641
Rise Up,32,1340841.0,100000000.0,3,0.7,1.2,0.0,GAME_ARCADE,725819,164205.0,142281,80224,228309,False,885460,628991,815627,566200
Payback 2 - The Battle Sandbox,33,1337580.0,100000000.0,4,2.7,5.6,0.0,GAME_ARCADE,1013921,120437.0,57288,31344,114587,False,666843,84056,970991,551018
Angry Birds Space,34,1254191.0,100000000.0,4,0.1,0.3,0.0,GAME_ARCADE,921162,142312.0,80488,32165,78061,False,767346,329207,529218,72465
Skater Boy,35,1215112.0,100000000.0,4,0.1,0.1,0.0,GAME_ARCADE,914036,101920.0,67294,27922,103938,False,379397,684590,263902,413169
Ant Smasher,36,1205884.0,100000000.0,4,0.0,0.1,0.0,GAME_ARCADE,770961,125694.0,97115,38288,173823,False,44369,824676,761379,223680
Partymasters - Fun Idle Game,37,1188910.0,50000000.0,4,0.1,0.3,0.0,GAME_ARCADE,785999,93502.0,67304,41596,200506,False,855026,18122,392430,614953
Tap Tap Dash,38,1153022.0,50000000.0,4,0.2,0.4,0.0,GAME_ARCADE,767538,152124.0,84721,37763,110873,False,639871,44270,518649,849809
101-in-1 Games,39,1136712.0,10000000.0,4,0.0,0.1,0.0,GAME_ARCADE,794750,206822.0,80806,14190,40143,False,736060,735713,448118,693954
Doodle Jump,40,1132730.0,50000000.0,4,0.1,0.1,0.0,GAME_ARCADE,829701,135593.0,64673,23686,79075,False,705962,911045,148761,746646
Hole.io,41,1102273.0,100000000.0,4,0.4,0.8,0.0,GAME_ARCADE,690857,140198.0,76072,45368,149775,False,447694,529490,841269,104919
Zombie Roadkill 3D,42,1089029.0,50000000.0,4,0.4,0.8,0.0,GAME_ARCADE,749202,118094.0,74237,36598,110896,False,247565,948928,825062,779991
Rider,43,1082604.0,50000000.0,4,0.8,1.8,0.0,GAME_ARCADE,649183,141827.0,91623,48150,151818,False,184542,83847,430396,24781
Lep's World 2,44,1079670.0,100000000.0,4,0.5,1.0,0.0,GAME_ARCADE,811052,81884.0,50974,31690,104068,False,698547,721925,719337,684981
Lep's World,45,1079537.0,100000000.0,4,1.1,2.3,0.0,GAME_ARCADE,836216,78970.0,45685,27253,91411,False,671990,379375,282699,23375
Angry Birds Friends,46,1066764.0,100000000.0,4,1.0,1.9,0.0,GAME_ARCADE,730329,115731.0,66556,33722,120423,False,384376,70825,323895,702954
Geometry Dash World,47,1042160.0,50000000.0,4,1.1,1.9,0.0,GAME_ARCADE,760677,112796.0,55978,23795,88911,False,190463,820694,147925,713237
Rail Rush,48,1040051.0,50000000.0,4,0.2,0.5,0.0,GAME_ARCADE,774936,103632.0,58908,24854,77719,False,458952,60594,410995,558659
Lep's World 3,49,988381.0,50000000.0,4,0.4,0.9,0.0,GAME_ARCADE,752024,81739.0,45929,26358,82328,False,28516,219029,232827,340717
Knife Hit,50,955594.0,100000000.0,4,1.2,2.5,0.0,GAME_ARCADE,684749,89958.0,58706,31681,90497,False,149699,173325,672024,770242
Stickman Party: 1 2 3 4 Player Games Free,51,949510.0,100000000.0,4,6.5,14.0,0.0,GAME_ARCADE,736043,64772.0,37205,22355,89132,False,547461,526437,573483,381474
Zombie Smasher,52,926298.0,50000000.0,4,0.1,0.2,0.0,GAME_ARCADE,671799,107479.0,61137,20868,65013,False,807793,965571,244748,695199
1945 Air Force - Airplane Shooting Games,53,923982.0,50000000.0,4,9.2,19.1,0.0,GAME_ARCADE,712509,111993.0,45974,15592,37912,False,871712,256682,899488,401613
Stack Ball - Blast through platforms,54,903937.0,100000000.0,4,3.3,7.8,0.0,GAME_ARCADE,602667,87709.0,60378,37674,115506,False,655250,547826,846469,826568
Cookie Run: OvenBreak - Endless Running Platformer,55,883825.0,10000000.0,4,0.7,1.5,0.0,GAME_ARCADE,658521,87562.0,42961,20344,74434,False,721548,363512,974048,571566
Subway Princess Runner,56,878563.0,100000000.0,4,5.6,11.2,0.0,GAME_ARCADE,594828,74318.0,50544,35093,123778,False,911751,549045,501244,78165
PAC-MAN,57,860147.0,100000000.0,3,0.3,0.7,0.0,GAME_ARCADE,523785,98246.0,65754,38475,133885,False,566608,29455,985320,908233
Smash Hit,58,827611.0,100000000.0,4,0.0,0.1,0.0,GAME_ARCADE,647207,100159.0,36474,9363,34405,False,222939,851903,344497,511668
Multiplayer for Minecraft PE - MCPE Servers,59,791425.0,10000000.0,4,0.3,0.7,0.0,GAME_ARCADE,534451,43551.0,39653,26844,146923,False,124447,648049,392014,428086
Granny: Chapter Two,60,784985.0,50000000.0,4,4.4,9.6,0.0,GAME_ARCADE,587579,62902.0,32887,21327,80287,False,962222,894966,599788,932280
Geometry Dash,61,777941.0,1000000.0,4,0.7,1.3,1.99,GAME_ARCADE,636912,73308.0,24749,9026,33945,True,508000,575586,975883,398304
Jewels Switch,62,752635.0,10000000.0,4,0.0,0.1,0.0,GAME_ARCADE,603783,86183.0,31653,9078,21935,False,615724,53393,738366,126985
LokiCraft,63,715951.0,50000000.0,4,7.3,16.5,0.0,GAME_ARCADE,483133,69181.0,37056,24468,102110,False,144744,947087,55612,816525
Stupid Zombies,64,693956.0,50000000.0,4,0.9,1.9,0.0,GAME_ARCADE,463486,77216.0,51767,26398,75087,False,579499,667040,145290,419853
Stick Hero,65,690642.0,10000000.0,4,0.0,0.0,0.0,GAME_ARCADE,457100,98199.0,54710,19396,61235,False,963356,637616,174845,492200
Sonic Dash 2: Sonic Boom,66,662256.0,100000000.0,4,0.8,863.6,0.0,GAME_ARCADE,469634,59835.0,38697,23160,70927,False,592416,172652,277087,918796
Sky Whale,67,660553.0,10000000.0,4,0.1,0.3,0.0,GAME_ARCADE,483682,62930.0,37560,17430,58950,False,573982,584210,133943,281471
Space shooter - Galaxy attack - Galaxy shooter,68,656039.0,50000000.0,4,4.6,10.4,0.0,GAME_ARCADE,555192,41420.0,18778,9270,31377,False,575615,820748,500815,159623
Sky Roller,69,636293.0,100000000.0,4,2.1,4.8,0.0,GAME_ARCADE,455906,62932.0,29296,20066,68091,False,576993,474816,160609,400625
Geometry Dash SubZero,70,626542.0,50000000.0,4,2.6,4.7,0.0,GAME_ARCADE,484878,59816.0,27043,11050,43753,False,941353,505678,582504,273940
Color Bump 3D,71,621232.0,100000000.0,3,1117.1,1107.1,0.0,GAME_ARCADE,367867,71578.0,67163,34403,80219,False,451664,78105,309776,36234
Draw it,72,620257.0,50000000.0,3,0.9,1.9,0.0,GAME_ARCADE,355568,93220.0,54643,31418,85405,False,99184,561847,861475,756834
Fernanfloo,73,609853.0,10000000.0,4,0.2,0.4,0.0,GAME_ARCADE,522395,32985.0,15337,7428,31705,False,764815,969950,80622,253713
Cartoon Wars,74,588562.0,10000000.0,4,0.0,0.0,0.0,GAME_ARCADE,376960,58234.0,42194,17599,93573,False,561245,188603,804759,785097
Run,75,581821.0,10000000.0,4,77.5,0.3,0.0,GAME_ARCADE,450597,64012.0,26420,9972,30817,False,795905,796397,796147,776953
Snake VS Block,76,572863.0,50000000.0,4,0.1,0.2,0.0,GAME_ARCADE,323922,96008.0,55435,27358,70138,False,635066,400049,507271,9500
Zombie World War,77,561461.0,10000000.0,4,0.0,0.1,0.0,GAME_ARCADE,344081,93766.0,60771,20160,42680,False,880353,956686,497310,651100
My Boy! Free - GBA Emulator,78,556766.0,10000000.0,4,0.3,0.6,0.0,GAME_ARCADE,417025,52081.0,24677,10020,52961,False,838296,688971,746212,852778
Burrito Bison: Launcha Libre,79,541549.0,10000000.0,4,1.4,2.4,0.0,GAME_ARCADE,450604,55216.0,17728,5449,12549,False,166373,73097,481439,871268
Bricks Ball Crusher,80,532569.0,10000000.0,4,2.7,5.9,0.0,GAME_ARCADE,395621,48350.0,27559,12339,48696,False,545012,205603,652344,950583
Daddy Long Legs,81,532176.0,10000000.0,4,0.0,0.0,0.0,GAME_ARCADE,353695,83149.0,33681,15527,46122,False,403637,906556,912413,362698
Galactic Attack - Classic Shooter : Falcon Squad,82,509654.0,50000000.0,4,1.8,3.0,0.0,GAME_ARCADE,407365,41520.0,18908,9863,31996,False,661437,412767,930946,5054
Stickman Hook,83,506876.0,50000000.0,3,0.5,1.2,0.0,GAME_ARCADE,290763,74910.0,50722,25625,64853,False,599504,515833,724818,4898
Jewels Legend - Match 3 Puzzle,84,497484.0,10000000.0,4,0.4,0.8,0.0,GAME_ARCADE,405757,48566.0,18492,6533,18133,False,445606,989147,163225,317712
BBTAN by 111%,85,476858.0,10000000.0,4,2948.2,0.1,0.0,GAME_ARCADE,329614,64312.0,32355,11652,38924,False,959531,211983,423252,737517
Prize Claw,86,473706.0,50000000.0,4,0.1,0.1,0.0,GAME_ARCADE,296894,49159.0,43940,18046,65665,False,81913,957641,823155,809032
Ball Blast,87,470099.0,10000000.0,4,0.9,1.8,0.0,GAME_ARCADE,315988,61332.0,27827,14373,50577,False,887876,343748,628030,997899
Will Hero,88,467497.0,10000000.0,4,0.6,1.5,0.0,GAME_ARCADE,317484,54366.0,29299,12418,53927,False,273702,583901,670507,605373
Monster Dash,89,466518.0,10000000.0,4,0.1,0.1,0.0,GAME_ARCADE,340776,51499.0,28569,9164,36508,False,612212,473477,593804,60183
Duet,90,460549.0,10000000.0,4,0.2,0.3,0.0,GAME_ARCADE,368057,49159.0,18102,6607,18622,False,826248,607806,234079,788600
Infinite Stairs,91,458684.0,10000000.0,4,1.3,2.5,0.0,GAME_ARCADE,308505,50335.0,25797,12264,61781,False,24005,191338,709951,830260
Slendrina:The Cellar (Free),92,449205.0,10000000.0,4,0.6,1.3,0.0,GAME_ARCADE,311382,35677.0,23861,16154,62128,False,779971,416317,24721,354243
Run Sausage Run!,93,448716.0,100000000.0,3,0.5,1.2,0.0,GAME_ARCADE,271968,45329.0,35060,22824,73533,False,988050,170255,941691,447307
Human Evolution Clicker: Tap and Evolve Life Forms,94,447522.0,10000000.0,4,990.2,0.7,0.0,GAME_ARCADE,268067,58110.0,41935,22944,56463,False,724317,678975,520936,16801
Sky Force 2014,95,446946.0,10000000.0,4,0.1,0.2,0.0,GAME_ARCADE,331761,57741.0,25895,9077,22469,False,694477,125530,760405,796569
Bouncemasters,96,441188.0,50000000.0,4,1.8,4.4,0.0,GAME_ARCADE,310177,39918.0,27014,15030,49046,False,25108,923681,629628,561986
Tank Hero,97,438162.0,10000000.0,4,0.1,0.1,0.0,GAME_ARCADE,309059,54390.0,26775,10700,37236,False,735028,189264,631914,283152
Nyan Cat: Lost In Space,98,429256.0,10000000.0,4,0.3,0.6,0.0,GAME_ARCADE,318853,42785.0,22872,11416,33328,False,22317,910707,873370,156881
Stack,99,426000.0,50000000.0,4,0.1,0.2,0.0,GAME_ARCADE,255915,70110.0,42076,15851,42046,False,243057,486623,212127,921083
Paper.io,100,418663.0,10000000.0,3,0.3,0.6,0.0,GAME_ARCADE,218936,46999.0,31975,20348,100402,False,577656,963008,892827,322334
Ludo King™,1,7512316.0,500000000.0,4,4.0,6.5,0.0,GAME_BOARD,5291589,773193.0,369290,204053,874188,False,37102,373466,373629,433943
Happy Color™ – Color by Number. Coloring games.,2,2516777.0,100000000.0,4,250.5,2.9,0.0,GAME_BOARD,1927153,358243.0,109137,38480,83762,False,697066,399093,872202,749480
101 Yüzbir Okey Plus,3,2430531.0,10000000.0,4,0.2,0.5,0.0,GAME_BOARD,1763377,127289.0,78458,41427,419978,False,236105,503485,669689,815915
Parchisi STAR Online,4,2131083.0,50000000.0,4,1.5,3.2,0.0,GAME_BOARD,1587565,176498.0,89205,46088,231725,False,354934,409657,328777,749552
모두의마블,5,1590460.0,10000000.0,3,0.0,0.0,0.0,GAME_BOARD,664388,137875.0,140391,88652,559151,False,869649,218202,945220,824028
Chess,6,1578022.0,100000000.0,4,1.9,4.0,0.0,GAME_BOARD,1097787,214381.0,99477,41236,125138,False,496294,549468,179764,831145
Paint By Number - Coloring Book & Color by Number,7,1283404.0,100000000.0,4,528.5,5.2,0.0,GAME_BOARD,995139,130393.0,56747,27061,74062,False,617513,334534,483187,647658
Ludo Club - Fun Dice Game,8,1273770.0,100000000.0,4,2.6,5.1,0.0,GAME_BOARD,929697,113906.0,53688,29740,146737,False,107778,870965,757706,519394
Okey Plus,9,1245352.0,10000000.0,4,0.1,0.2,0.0,GAME_BOARD,963785,69907.0,41197,17092,153370,False,852729,337384,421904,474560
Dominoes,10,1062798.0,50000000.0,4,2.8,6.2,0.0,GAME_BOARD,829950,139476.0,35263,14426,43680,False,779461,608170,402185,41959
Bingo Blitz™️ - Bingo Games,11,788064.0,10000000.0,4,1.8,3.9,0.0,GAME_BOARD,604370,104216.0,34581,14116,30778,False,179904,56155,715588,951386
Ludo STAR,12,769196.0,10000000.0,4,2.1,4.5,0.0,GAME_BOARD,597616,56899.0,32850,14912,66917,False,995894,632840,866247,393210
Chess - Play and Learn,13,615530.0,10000000.0,4,7.8,15.8,0.0,GAME_BOARD,493766,68026.0,19325,7219,27192,False,237549,653722,649155,87967
Bingo Showdown Free Bingo Games – Bingo Live Game,14,598584.0,5000000.0,4,0.2,0.4,0.0,GAME_BOARD,481850,54404.0,28767,10827,22734,False,704483,642280,452656,721398
Ludo Star 2,15,597656.0,10000000.0,4,2.8,5.5,0.0,GAME_BOARD,416103,46952.0,33058,18737,82805,False,268603,983072,558649,101197
Çanak Okey Plus,16,575124.0,10000000.0,4,0.4,0.8,0.0,GAME_BOARD,445724,24956.0,15105,8122,81214,False,598178,834863,513424,79858
